UserID,lat,lon,POI_type,timestamp,poi_id
user_0001,35.694028,139.710177,library,2023-01-02 15:40:00,poi_0034
user_0001,35.693704,139.70182,convenience store,2023-01-02 18:10:00,poi_0006
user_0001,35.697181,139.709651,cafe,2023-01-02 19:00:00,poi_0001
user_0001,35.696954,139.709354,cafe,2023-01-02 20:10:00,poi_0001
user_0001,35.658025,139.71786,apartment,2023-01-02 21:00:00,poi_0017
user_0001,35.691198,139.691784,train station,2023-01-03 08:00:00,poi_0012
user_0001,35.69088,139.690452,train station,2023-01-03 08:10:00,poi_0012
user_0001,35.689955,139.691542,train station,2023-01-03 08:50:00,poi_0012
user_0001,35.69356,139.710681,library,2023-01-03 10:00:00,poi_0034
user_0001,35.694093,139.710355,library,2023-01-03 11:00:00,poi_0034
user_0001,35.65369,139.666353,convenience store,2023-01-03 12:40:00,poi_0040
user_0001,35.694206,139.709861,library,2023-01-03 14:00:00,poi_0034
user_0001,35.694457,139.710265,library,2023-01-03 15:20:00,poi_0034
user_0001,35.693799,139.709988,library,2023-01-03 16:30:00,poi_0034
user_0001,35.692785,139.702456,convenience store,2023-01-03 18:00:00,poi_0006
user_0001,35.696652,139.710423,cafe,2023-01-03 20:20:00,poi_0001
user_0001,35.71146,139.69207,subway,2023-01-04 08:40:00,poi_0013
user_0001,35.712377,139.691853,subway,2023-01-04 08:50:00,poi_0013
user_0001,35.694754,139.710626,library,2023-01-04 09:00:00,poi_0034
user_0001,35.693644,139.710429,library,2023-01-04 11:10:00,poi_0034
user_0001,35.694156,139.710687,library,2023-01-04 11:40:00,poi_0034
user_0001,35.698361,139.711331,cafe,2023-01-04 12:20:00,poi_0001
user_0001,35.697409,139.710695,cafe,2023-01-04 12:50:00,poi_0001
user_0001,35.695287,139.71037,library,2023-01-04 13:00:00,poi_0034
user_0001,35.694883,139.71106,library,2023-01-04 14:40:00,poi_0034
user_0001,35.69406,139.709841,library,2023-01-04 15:20:00,poi_0034
user_0001,35.692613,139.701907,convenience store,2023-01-04 17:50:00,poi_0006
user_0001,35.693404,139.702441,convenience store,2023-01-04 18:40:00,poi_0006
user_0001,35.697528,139.70943,cafe,2023-01-04 19:30:00,poi_0001
user_0001,35.697482,139.710019,cafe,2023-01-04 22:40:00,poi_0001
user_0001,35.697246,139.70946,cafe,2023-01-04 22:40:00,poi_0001
user_0001,35.71143,139.691838,subway,2023-01-05 08:30:00,poi_0013
user_0001,35.711346,139.691799,subway,2023-01-05 08:40:00,poi_0013
user_0001,35.712168,139.692664,subway,2023-01-05 08:50:00,poi_0013
user_0001,35.694158,139.709643,library,2023-01-05 09:50:00,poi_0034
user_0001,35.737868,139.668508,university,2023-01-05 10:30:00,poi_0051
user_0001,35.737731,139.669629,university,2023-01-05 10:40:00,poi_0051
user_0001,35.681458,139.697942,convenience store,2023-01-05 12:30:00,poi_0007
user_0001,35.720365,139.72475,university,2023-01-05 13:20:00,poi_0032
user_0001,35.720771,139.72572,university,2023-01-05 15:10:00,poi_0032
user_0001,35.732084,139.709828,convenience store,2023-01-05 17:40:00,poi_0041
user_0001,35.653459,139.666705,convenience store,2023-01-05 18:10:00,poi_0040
user_0001,35.697118,139.710156,cafe,2023-01-05 21:00:00,poi_0001
user_0001,35.697305,139.710751,cafe,2023-01-05 22:10:00,poi_0001
user_0001,35.698226,139.710287,cafe,2023-01-05 22:40:00,poi_0001
user_0001,35.71184,139.692063,subway,2023-01-06 08:00:00,poi_0013
user_0001,35.712319,139.692111,subway,2023-01-06 08:20:00,poi_0013
user_0001,35.711896,139.692463,subway,2023-01-06 08:50:00,poi_0013
user_0001,35.694663,139.70992,library,2023-01-06 09:40:00,poi_0034
user_0001,35.694421,139.710279,library,2023-01-06 09:40:00,poi_0034
user_0001,35.694174,139.710808,library,2023-01-06 09:40:00,poi_0034
user_0001,35.693028,139.701548,convenience store,2023-01-06 12:50:00,poi_0006
user_0001,35.694928,139.710243,library,2023-01-06 14:20:00,poi_0034
user_0001,35.693566,139.712242,library,2023-01-06 15:30:00,poi_0034
user_0001,35.692892,139.702135,convenience store,2023-01-06 17:10:00,poi_0006
user_0001,35.694089,139.70194,convenience store,2023-01-06 17:30:00,poi_0006
user_0001,35.697065,139.709642,cafe,2023-01-06 19:00:00,poi_0001
user_0001,35.696929,139.710039,cafe,2023-01-06 20:10:00,poi_0001
user_0001,35.71199,139.691615,subway,2023-01-07 08:40:00,poi_0013
user_0001,35.711874,139.692787,subway,2023-01-07 08:50:00,poi_0013
user_0001,35.694085,139.710322,library,2023-01-07 09:30:00,poi_0034
user_0001,35.719741,139.724867,university,2023-01-07 11:40:00,poi_0032
user_0001,35.720221,139.726052,university,2023-01-07 11:50:00,poi_0032
user_0001,35.731366,139.710291,convenience store,2023-01-07 12:10:00,poi_0041
user_0001,35.695214,139.709806,library,2023-01-07 14:00:00,poi_0034
user_0001,35.694174,139.709969,library,2023-01-07 15:00:00,poi_0034
user_0001,35.694452,139.71036,library,2023-01-07 16:50:00,poi_0034
user_0001,35.692927,139.701363,convenience store,2023-01-07 18:50:00,poi_0006
user_0001,35.697366,139.710658,cafe,2023-01-07 19:20:00,poi_0001
user_0001,35.697387,139.710012,cafe,2023-01-07 20:30:00,poi_0001
user_0001,35.697078,139.710034,cafe,2023-01-07 22:20:00,poi_0001
user_0001,35.712295,139.691792,subway,2023-01-08 08:00:00,poi_0013
user_0001,35.711451,139.69138,subway,2023-01-08 08:10:00,poi_0013
user_0001,35.711658,139.691258,subway,2023-01-08 08:30:00,poi_0013
user_0001,35.695798,139.710808,library,2023-01-08 09:30:00,poi_0034
user_0001,35.696907,139.710286,cafe,2023-01-08 12:00:00,poi_0001
user_0001,35.69354,139.710258,library,2023-01-08 15:50:00,poi_0034
user_0001,35.736451,139.667789,university,2023-01-08 16:10:00,poi_0051
user_0001,35.729541,139.68298,convenience store,2023-01-08 17:00:00,poi_0039
user_0001,35.728515,139.683518,convenience store,2023-01-08 17:30:00,poi_0039
user_0001,35.730017,139.682032,convenience store,2023-01-08 17:50:00,poi_0039
user_0001,35.72636,139.670239,residential,2023-01-08 20:40:00,poi_0018
user_0001,35.711025,139.690925,subway,2023-01-09 08:00:00,poi_0013
user_0001,35.711126,139.693245,subway,2023-01-09 08:40:00,poi_0013
user_0001,35.694398,139.71141,library,2023-01-09 09:10:00,poi_0034
user_0001,35.694829,139.711283,library,2023-01-09 09:50:00,poi_0034
user_0001,35.69436,139.710207,library,2023-01-09 11:20:00,poi_0034
user_0001,35.697725,139.711056,cafe,2023-01-09 12:30:00,poi_0001
user_0001,35.694276,139.710067,library,2023-01-09 13:30:00,poi_0034
user_0001,35.693522,139.702185,convenience store,2023-01-09 17:00:00,poi_0006
user_0001,35.693659,139.702023,convenience store,2023-01-09 17:20:00,poi_0006
user_0001,35.696184,139.710373,cafe,2023-01-09 21:10:00,poi_0001
user_0001,35.697597,139.70942,cafe,2023-01-09 21:30:00,poi_0001
user_0001,35.691342,139.69145,train station,2023-01-10 08:10:00,poi_0012
user_0001,35.690988,139.691954,train station,2023-01-10 08:20:00,poi_0012
user_0001,35.690728,139.691198,train station,2023-01-10 08:40:00,poi_0012
user_0001,35.693713,139.709957,library,2023-01-10 09:10:00,poi_0034
user_0001,35.696736,139.710598,cafe,2023-01-10 12:20:00,poi_0001
user_0001,35.697097,139.709468,cafe,2023-01-10 12:20:00,poi_0001
user_0001,35.697484,139.709609,cafe,2023-01-10 12:30:00,poi_0001
user_0001,35.694245,139.710875,library,2023-01-10 14:50:00,poi_0034
user_0001,35.664343,139.722864,sport,2023-01-10 17:50:00,poi_0029
user_0001,35.665656,139.723463,sport,2023-01-10 17:50:00,poi_0029
user_0001,35.71398,139.696207,cafe,2023-01-10 19:20:00,poi_0005
user_0002,35.724916,139.67003,residential,2023-01-01 10:00:00,poi_0018
user_0002,35.652108,139.732333,residential,2023-01-01 10:30:00,poi_0050
user_0002,35.652992,139.732236,residential,2023-01-01 10:30:00,poi_0050
user_0002,35.658908,139.701067,restaurant,2023-01-01 13:20:00,poi_0045
user_0002,35.725467,139.670748,residential,2023-01-01 15:20:00,poi_0018
user_0002,35.70904,139.681114,restaurant,2023-01-01 20:20:00,poi_0003
user_0002,35.724597,139.670018,residential,2023-01-01 22:10:00,poi_0018
user_0002,35.725557,139.670553,residential,2023-01-01 22:20:00,poi_0018
user_0002,35.724976,139.670736,residential,2023-01-01 22:20:00,poi_0018
user_0002,35.725909,139.670829,residential,2023-01-02 10:30:00,poi_0018
user_0002,35.692765,139.702197,convenience store,2023-01-02 11:20:00,poi_0006
user_0002,35.726343,139.707156,apartment,2023-01-02 15:30:00,poi_0016
user_0002,35.731778,139.690529,restaurant,2023-01-02 17:10:00,poi_0046
user_0002,35.731282,139.690873,restaurant,2023-01-02 17:20:00,poi_0046
user_0002,35.731475,139.690868,restaurant,2023-01-02 20:40:00,poi_0046
user_0002,35.726588,139.70549,apartment,2023-01-02 21:10:00,poi_0016
user_0002,35.726753,139.706422,apartment,2023-01-02 21:40:00,poi_0016
user_0002,35.727303,139.706113,apartment,2023-01-02 21:50:00,poi_0016
user_0002,35.725149,139.670927,residential,2023-01-03 10:40:00,poi_0018
user_0002,35.674707,139.704263,restaurant,2023-01-03 13:00:00,poi_0004
user_0002,35.658354,139.717169,apartment,2023-01-03 16:00:00,poi_0017
user_0002,35.659704,139.700725,restaurant,2023-01-03 20:00:00,poi_0045
user_0002,35.658125,139.700812,restaurant,2023-01-03 20:40:00,poi_0045
user_0002,35.658884,139.717511,apartment,2023-01-03 21:10:00,poi_0017
user_0002,35.650901,139.674721,residential,2023-01-03 21:30:00,poi_0019
user_0002,35.650556,139.675389,residential,2023-01-03 21:50:00,poi_0019
user_0002,35.724996,139.670904,residential,2023-01-04 10:00:00,poi_0018
user_0002,35.725458,139.671001,residential,2023-01-04 10:20:00,poi_0018
user_0002,35.724079,139.670413,residential,2023-01-04 10:30:00,poi_0018
user_0002,35.693464,139.702042,convenience store,2023-01-04 12:20:00,poi_0006
user_0002,35.693641,139.702502,convenience store,2023-01-04 13:40:00,poi_0006
user_0002,35.644566,139.727112,apartment,2023-01-04 14:40:00,poi_0047
user_0002,35.731312,139.690163,restaurant,2023-01-04 18:50:00,poi_0046
user_0002,35.731557,139.691181,restaurant,2023-01-04 19:50:00,poi_0046
user_0002,35.731169,139.690033,restaurant,2023-01-04 20:50:00,poi_0046
user_0002,35.726746,139.706126,apartment,2023-01-04 21:00:00,poi_0016
user_0002,35.726714,139.706793,apartment,2023-01-04 21:40:00,poi_0016
user_0002,35.726434,139.7057,apartment,2023-01-04 22:00:00,poi_0016
user_0002,35.645837,139.726748,apartment,2023-01-05 10:30:00,poi_0047
user_0002,35.645661,139.727712,apartment,2023-01-05 10:30:00,poi_0047
user_0002,35.658955,139.700321,restaurant,2023-01-05 11:10:00,poi_0045
user_0002,35.653691,139.666294,convenience store,2023-01-05 11:30:00,poi_0040
user_0002,35.728752,139.682346,convenience store,2023-01-05 12:50:00,poi_0039
user_0002,35.725279,139.669736,residential,2023-01-05 15:10:00,poi_0018
user_0002,35.724857,139.67015,residential,2023-01-05 15:30:00,poi_0018
user_0002,35.709661,139.682217,restaurant,2023-01-05 17:20:00,poi_0003
user_0002,35.710677,139.680869,restaurant,2023-01-05 19:20:00,poi_0003
user_0002,35.725537,139.670266,residential,2023-01-05 21:10:00,poi_0018
user_0002,35.725026,139.670257,residential,2023-01-05 22:10:00,poi_0018
user_0002,35.725401,139.669596,residential,2023-01-06 10:00:00,poi_0018
user_0002,35.725554,139.669761,residential,2023-01-06 10:10:00,poi_0018
user_0002,35.724453,139.670362,residential,2023-01-06 10:30:00,poi_0018
user_0002,35.728986,139.683595,convenience store,2023-01-06 12:30:00,poi_0039
user_0002,35.729463,139.682124,convenience store,2023-01-06 13:10:00,poi_0039
user_0002,35.725293,139.67029,residential,2023-01-06 14:30:00,poi_0018
user_0002,35.709295,139.680563,restaurant,2023-01-06 20:00:00,poi_0003
user_0002,35.709595,139.681267,restaurant,2023-01-06 20:30:00,poi_0003
user_0002,35.709586,139.680778,restaurant,2023-01-06 20:40:00,poi_0003
user_0002,35.724528,139.67088,residential,2023-01-06 22:30:00,poi_0018
user_0002,35.725177,139.669606,residential,2023-01-07 10:20:00,poi_0018
user_0002,35.730285,139.682261,convenience store,2023-01-07 13:10:00,poi_0039
user_0002,35.724677,139.67025,residential,2023-01-07 15:30:00,poi_0018
user_0002,35.709573,139.681578,restaurant,2023-01-07 18:30:00,poi_0003
user_0002,35.709028,139.680812,restaurant,2023-01-07 20:10:00,poi_0003
user_0002,35.724359,139.671325,residential,2023-01-07 22:20:00,poi_0018
user_0002,35.725419,139.67063,residential,2023-01-08 10:30:00,poi_0018
user_0002,35.724224,139.670402,residential,2023-01-08 10:50:00,poi_0018
user_0002,35.725943,139.66999,residential,2023-01-08 10:50:00,poi_0018
user_0002,35.729063,139.682444,convenience store,2023-01-08 11:00:00,poi_0039
user_0002,35.699816,139.678443,convenience store,2023-01-08 12:40:00,poi_0008
user_0002,35.725249,139.670592,residential,2023-01-08 16:40:00,poi_0018
user_0002,35.709682,139.680909,restaurant,2023-01-08 19:50:00,poi_0003
user_0002,35.71017,139.681617,restaurant,2023-01-08 20:30:00,poi_0003
user_0002,35.717175,139.729364,apartment,2023-01-08 22:10:00,poi_0020
user_0002,35.725216,139.671193,residential,2023-01-09 10:10:00,poi_0018
user_0002,35.726043,139.670847,residential,2023-01-09 10:10:00,poi_0018
user_0002,35.72906,139.682413,convenience store,2023-01-09 13:10:00,poi_0039
user_0002,35.728806,139.682746,convenience store,2023-01-09 13:30:00,poi_0039
user_0002,35.725056,139.670299,residential,2023-01-09 16:20:00,poi_0018
user_0002,35.709967,139.680853,restaurant,2023-01-09 17:10:00,poi_0003
user_0002,35.709936,139.681326,restaurant,2023-01-09 19:10:00,poi_0003
user_0002,35.725274,139.670035,residential,2023-01-09 21:30:00,poi_0018
user_0002,35.645928,139.727481,apartment,2023-01-09 21:40:00,poi_0047
user_0002,35.724785,139.67109,residential,2023-01-10 10:00:00,poi_0018
user_0002,35.644651,139.727251,apartment,2023-01-10 10:00:00,poi_0047
user_0002,35.729756,139.682526,convenience store,2023-01-10 11:10:00,poi_0039
user_0002,35.701183,139.696922,ramen restaurant,2023-01-10 11:30:00,poi_0000
user_0002,35.701582,139.696008,ramen restaurant,2023-01-10 11:40:00,poi_0000
user_0002,35.726338,139.706775,apartment,2023-01-10 16:40:00,poi_0016
user_0002,35.674917,139.703288,restaurant,2023-01-10 17:30:00,poi_0004
user_0002,35.674112,139.704089,restaurant,2023-01-10 18:00:00,poi_0004
user_0002,35.673682,139.704477,restaurant,2023-01-10 18:20:00,poi_0004
user_0002,35.725402,139.706782,apartment,2023-01-10 21:10:00,poi_0016
user_0002,35.726817,139.706317,apartment,2023-01-10 22:40:00,poi_0016
user_0003,35.690201,139.691027,train station,2023-01-01 08:20:00,poi_0012
user_0003,35.690692,139.691119,train station,2023-01-01 08:30:00,poi_0012
user_0003,35.692848,139.70145,convenience store,2023-01-01 09:50:00,poi_0006
user_0003,35.700011,139.67793,convenience store,2023-01-01 13:40:00,poi_0008
user_0003,35.710624,139.681789,restaurant,2023-01-01 18:50:00,poi_0003
user_0003,35.709352,139.681867,restaurant,2023-01-01 19:20:00,poi_0003
user_0003,35.709306,139.680333,restaurant,2023-01-01 19:40:00,poi_0003
user_0003,35.724669,139.670388,residential,2023-01-01 20:10:00,poi_0018
user_0003,35.725165,139.670726,residential,2023-01-01 21:50:00,poi_0018
user_0003,35.690012,139.691312,train station,2023-01-02 08:10:00,poi_0012
user_0003,35.688792,139.692014,train station,2023-01-02 08:30:00,poi_0012
user_0003,35.690876,139.691168,train station,2023-01-02 08:30:00,poi_0012
user_0003,35.733028,139.711317,convenience store,2023-01-02 11:10:00,poi_0041
user_0003,35.732022,139.690327,restaurant,2023-01-02 19:40:00,poi_0046
user_0003,35.727637,139.705477,apartment,2023-01-02 20:10:00,poi_0016
user_0003,35.644827,139.726405,apartment,2023-01-02 22:20:00,poi_0047
user_0003,35.690402,139.691347,train station,2023-01-03 08:00:00,poi_0012
user_0003,35.68976,139.692121,train station,2023-01-03 08:10:00,poi_0012
user_0003,35.690211,139.691322,train station,2023-01-03 08:10:00,poi_0012
user_0003,35.693269,139.700887,convenience store,2023-01-03 15:40:00,poi_0006
user_0003,35.693863,139.701687,convenience store,2023-01-03 17:10:00,poi_0006
user_0003,35.708192,139.712272,supermarket,2023-01-03 18:50:00,poi_0009
user_0003,35.706814,139.711146,supermarket,2023-01-03 19:20:00,poi_0009
user_0003,35.727518,139.705398,apartment,2023-01-03 21:50:00,poi_0016
user_0003,35.690701,139.691317,train station,2023-01-04 08:00:00,poi_0012
user_0003,35.672497,139.678274,bus stop,2023-01-04 08:10:00,poi_0014
user_0003,35.672037,139.678506,bus stop,2023-01-04 08:10:00,poi_0014
user_0003,35.669479,139.684886,mall,2023-01-04 10:30:00,poi_0010
user_0003,35.669267,139.684486,mall,2023-01-04 17:30:00,poi_0010
user_0003,35.674338,139.703709,restaurant,2023-01-04 19:40:00,poi_0004
user_0003,35.67387,139.703307,restaurant,2023-01-04 19:50:00,poi_0004
user_0003,35.659613,139.717774,apartment,2023-01-04 20:50:00,poi_0017
user_0003,35.658318,139.717246,apartment,2023-01-04 21:40:00,poi_0017
user_0003,35.658764,139.717098,apartment,2023-01-04 22:20:00,poi_0017
user_0003,35.689839,139.691672,train station,2023-01-05 08:00:00,poi_0012
user_0003,35.690034,139.69119,train station,2023-01-05 08:40:00,poi_0012
user_0003,35.692716,139.702278,convenience store,2023-01-05 14:20:00,poi_0006
user_0003,35.692771,139.701893,convenience store,2023-01-05 14:50:00,poi_0006
user_0003,35.693497,139.702048,convenience store,2023-01-05 15:40:00,poi_0006
user_0003,35.708591,139.711343,supermarket,2023-01-05 19:10:00,poi_0009
